gender,study_hours_per_day,social_media_hours_per_day,attendance_percentage,sleep_hours_per_day,parent_education_level,extra_curricular_activities,part_time_job,score
Female,2.9,1.7,59.4,6.5,None,Sports,No,32.0
Other,5.7,1.1,60.8,9.8,High School,Sports,No,41.5
Female,1.7,5.1,40.3,8.1,PhD,Clubs,No,27.3
Other,8.5,2.6,67.6,8.8,Bachelor,Clubs,No,64.0
Female,8.0,0.5,19.0,5.8,PhD,Clubs,Yes,43.1
Other,2.5,1.1,81.9,4.5,Bachelor,Multiple,No,28.4
Male,10.4,0.0,11.7,6.9,Bachelor,Sports,No,62.2
Other,4.8,7.2,65.6,5.9,High School,Multiple,Yes,26.6
Other,3.5,0.2,34.1,5.2,High School,None,No,29.3
Other,1.8,1.7,74.8,9.7,High School,Clubs,No,26.5
Other,3.2,3.3,55.0,6.7,High School,Arts,No,30.5
Female,0.3,2.9,45.2,5.0,Bachelor,Arts,No,10.0
Male,7.0,7.3,16.9,5.2,High School,Sports,No,16.9
Other,10.1,0.3,63.7,5.7,High School,Arts,No,62.6
Female,6.6,4.1,97.5,10.0,High School,None,No,54.1
Male,2.6,5.4,82.6,5.6,Bachelor,Sports,Yes,22.7
Male,0.4,7.5,6.0,6.0,Bachelor,None,Yes,10.0
Male,2.6,5.0,37.6,8.0,Master,Arts,Yes,22.6
Male,5.0,6.4,92.6,5.8,High School,None,Yes,31.9
Other,9.1,0.7,50.3,5.3,High School,None,Yes,55.7
Other,2.3,3.1,66.2,5.0,High School,None,Yes,15.7
Female,8.6,3.0,91.3,5.9,Master,Sports,Yes,62.9
Female,10.4,7.1,87.4,4.6,None,Clubs,No,59.3
Female,5.4,1.2,50.2,4.1,Bachelor,Multiple,No,33.0
Male,9.9,1.2,43.8,8.8,Bachelor,None,No,65.4
Male,6.7,2.6,34.0,4.8,High School,Arts,Yes,37.9
Other,7.6,0.4,71.9,8.7,High School,Clubs,No,61.7
Male,6.3,1.5,28.7,8.8,High School,Arts,No,35.8
Male,5.6,7.7,25.0,7.2,Master,Clubs,Yes,28.0
Male,2.8,3.4,35.6,5.9,Bachelor,Sports,No,19.2
Female,3.6,5.1,17.7,4.9,Bachelor,Arts,No,20.9
Female,3.5,5.8,69.5,8.4,Bachelor,Sports,No,37.5
Other,6.8,2.9,61.6,7.6,Bachelor,None,No,47.5
Male,1.4,1.2,48.3,7.9,Bachelor,Arts,No,23.2
Male,11.0,1.7,39.0,4.1,None,Arts,No,59.8
Other,8.6,2.5,90.9,9.6,High School,Sports,Yes,59.9
Male,4.8,5.1,2.9,4.4,High School,Arts,Yes,10.0
Male,1.9,3.2,76.9,6.2,Bachelor,Clubs,No,32.9
Female,10.6,0.1,90.2,6.4,High School,Clubs,Yes,79.8
Other,9.9,4.2,44.6,4.0,Bachelor,Arts,Yes,50.1
Other,8.7,7.4,55.1,7.0,High School,Arts,No,40.0
Other,3.3,6.5,94.4,8.5,PhD,Arts,No,49.5
Other,4.8,6.6,21.2,8.9,High School,Sports,Yes,25.5
Female,1.2,6.4,52.0,9.3,High School,None,Yes,12.6
Female,2.3,2.6,47.5,6.9,Master,Sports,No,37.7
Male,9.4,6.1,25.8,7.8,Bachelor,Arts,No,53.7
Male,8.6,1.1,81.9,4.5,PhD,Arts,Yes,62.4
Male,7.1,5.3,90.0,6.9,None,Multiple,No,53.3
Male,10.7,5.1,78.2,4.9,High School,Clubs,No,66.3
Female,7.0,0.2,19.5,6.2,Bachelor,None,No,34.9
Other,5.6,6.3,8.7,6.0,Master,None,Yes,18.8
Female,4.1,7.2,60.5,6.5,High School,None,No,16.8
Male,11.3,2.1,5.7,7.4,PhD,Clubs,No,63.8
Female,1.0,6.5,67.3,9.4,Bachelor,Clubs,Yes,17.2
Other,11.2,0.7,53.0,6.4,Master,Multiple,No,76.3
Other,9.9,4.8,66.3,9.9,High School,Arts,Yes,48.1
Female,1.6,3.9,59.0,8.6,High School,Clubs,No,26.8
Female,6.8,4.4,42.3,7.1,Master,Arts,Yes,46.1
Female,10.4,7.4,20.1,7.9,PhD,Multiple,No,55.5
Male,6.9,7.0,30.6,4.6,Bachelor,Clubs,No,21.3
Female,10.9,6.3,52.5,9.1,None,Arts,No,51.2
Female,11.3,2.2,65.2,7.5,High School,Arts,No,75.1
Female,5.1,7.3,77.9,9.9,Bachelor,Clubs,Yes,35.5
Other,4.5,0.8,76.7,7.8,None,Sports,No,48.1
Other,11.2,6.8,97.3,9.0,High School,None,No,81.6
Male,8.1,2.6,28.6,8.8,High School,None,Yes,43.3
Male,1.4,0.4,7.1,6.1,Bachelor,Arts,No,12.2
Other,0.5,5.4,34.6,5.6,High School,Arts,Yes,10.0
Other,6.8,1.9,74.3,6.6,Bachelor,None,No,52.6
Other,11.2,1.9,43.8,6.8,Bachelor,Sports,No,63.4
Female,10.1,2.4,81.8,5.4,Bachelor,Sports,Yes,64.4
Female,8.1,0.5,54.9,9.4,Bachelor,Arts,No,63.3
Other,1.7,1.4,93.0,7.3,High School,Sports,No,33.8
Female,3.1,0.0,94.8,9.9,Bachelor,None,No,37.4
Female,10.5,3.6,6.9,8.9,Master,None,No,52.6
Male,2.2,0.7,45.6,7.3,Bachelor,None,Yes,21.2
Other,3.3,5.5,61.0,9.7,PhD,Clubs,No,23.1
Other,1.6,1.9,25.6,7.0,Bachelor,Sports,No,23.4
Female,8.1,7.5,40.7,9.3,Master,Clubs,Yes,34.8
Other,11.3,7.0,67.8,6.1,High School,Arts,No,63.1
Male,3.2,2.3,22.7,6.3,Bachelor,Multiple,Yes,24.6
Male,5.7,6.3,60.2,6.5,Bachelor,Sports,Yes,41.1
Male,7.6,6.4,69.7,7.3,High School,None,No,49.5
Other,12.0,7.9,9.0,7.3,Bachelor,None,No,54.8
Other,1.3,4.8,49.8,7.0,High School,Sports,No,19.4
Other,6.0,0.7,26.3,5.8,Bachelor,Clubs,No,38.3
Other,4.6,5.2,72.4,9.6,Bachelor,None,No,34.4
Other,10.4,5.0,19.0,7.5,Bachelor,Sports,No,53.9
Male,5.7,5.1,89.2,6.4,PhD,Multiple,No,54.7
Female,1.3,2.5,43.1,7.9,High School,Arts,Yes,28.0
Male,7.6,6.9,19.8,8.6,High School,None,No,35.1
Other,9.2,7.7,43.8,9.8,High School,None,Yes,31.5
Male,0.0,1.7,40.9,7.0,Master,None,No,31.6
Other,10.3,0.7,42.9,4.7,Bachelor,Multiple,No,59.8
Other,2.2,1.6,58.6,6.6,Bachelor,Clubs,No,31.9
Male,6.6,6.6,52.1,6.9,High School,Clubs,Yes,28.8
Other,5.0,5.4,15.0,9.4,Bachelor,Multiple,Yes,19.7
Female,8.6,5.1,6.6,6.4,High School,Arts,No,43.5
Other,4.5,3.2,72.9,9.7,Bachelor,Sports,No,30.6
Female,10.4,4.6,56.0,6.9,Master,Sports,No,63.0
Female,8.8,2.5,35.9,9.8,Bachelor,Clubs,No,54.0
Other,7.8,3.8,80.8,4.0,Bachelor,Multiple,No,49.7
Male,9.6,6.3,38.8,9.4,Bachelor,Sports,Yes,43.4
Female,9.0,7.8,79.6,9.6,Bachelor,Arts,No,43.7
Male,0.4,7.5,30.6,9.8,Bachelor,Multiple,No,10.0
Female,4.7,7.5,7.3,4.1,Bachelor,None,Yes,10.0
Other,11.2,3.2,93.3,5.0,High School,Multiple,Yes,86.5
Other,1.5,3.8,39.5,7.9,High School,None,No,21.1
Female,8.8,5.6,79.3,4.2,Bachelor,Arts,No,43.2
Other,11.7,7.4,27.9,4.4,Bachelor,Sports,Yes,44.4
Female,0.6,1.1,64.6,5.3,High School,Arts,No,24.4
Other,8.2,2.4,87.3,7.1,Bachelor,Arts,Yes,63.2
Male,5.6,1.1,4.2,7.3,High School,Sports,No,29.9
Other,7.0,4.9,83.1,4.2,High School,Multiple,Yes,42.2
Male,1.0,2.5,57.1,5.0,Bachelor,Clubs,No,21.4
Other,0.5,2.6,60.7,7.0,Bachelor,Clubs,Yes,16.5
Male,8.0,0.6,52.3,7.6,Bachelor,None,No,56.6
Other,9.9,2.8,87.4,4.9,Bachelor,Multiple,No,73.8
Male,9.4,6.9,4.3,6.4,PhD,None,Yes,33.0
Female,6.5,1.9,26.1,9.4,Bachelor,Sports,No,33.7
Female,1.2,5.6,87.6,10.0,None,None,Yes,10.0
Male,8.3,5.0,75.2,9.9,High School,Sports,No,52.2
Other,2.9,6.9,1.8,9.3,High School,Multiple,No,10.0
Male,10.9,1.1,51.7,6.4,Master,Sports,No,76.9
Other,10.1,7.8,53.0,8.1,High School,Sports,No,52.2
Female,8.5,4.7,40.1,6.5,High School,Clubs,No,47.6
Other,11.4,8.0,29.7,7.9,High School,Arts,Yes,49.2
Female,0.4,7.3,68.2,5.9,Master,Clubs,No,10.0
Other,8.8,1.8,20.8,7.6,High School,Sports,No,62.2
Other,4.0,0.4,79.9,7.1,PhD,Clubs,No,61.0
Other,10.9,2.0,80.3,4.1,None,Sports,Yes,65.1
Male,3.2,4.2,41.5,8.7,High School,Multiple,No,25.6
Male,8.7,1.4,28.4,4.1,High School,Arts,No,50.8
Female,10.5,1.3,28.4,5.8,Master,Clubs,No,59.3
Female,0.5,3.7,48.2,4.0,Master,None,No,17.5
Male,4.8,0.3,72.0,6.3,High School,Sports,Yes,41.7
Female,9.1,1.0,35.9,4.4,None,None,Yes,40.1
Male,5.5,3.3,61.0,9.5,Bachelor,Sports,Yes,34.5
Other,3.2,0.5,38.2,6.5,High School,Sports,No,30.4
Female,2.6,3.2,30.5,6.8,High School,Clubs,Yes,19.0
Female,1.6,3.8,2.5,6.1,None,None,No,10.0
Male,10.3,3.6,0.4,7.8,None,Clubs,No,50.6
Female,6.9,7.0,22.7,8.7,High School,None,No,36.7
Female,0.9,4.2,40.6,7.9,High School,Sports,No,12.4
Other,4.6,3.7,85.1,8.5,High School,Clubs,No,45.2
Female,4.4,3.3,79.8,9.4,Master,Clubs,No,47.2
Other,2.2,6.5,26.7,9.2,High School,Arts,Yes,10.0
Male,5.2,7.2,24.5,8.0,Bachelor,None,No,27.6
Female,4.0,6.8,22.7,5.3,High School,Arts,No,10.0
Other,4.1,5.4,33.9,7.8,Bachelor,Sports,No,22.5
Male,8.9,1.1,49.8,7.0,High School,Sports,No,61.8
Female,2.7,2.2,43.9,8.3,Bachelor,Arts,No,27.0
Male,7.7,0.4,21.8,9.0,High School,Sports,No,50.7
Female,6.8,7.4,13.0,8.5,Master,None,No,36.9
Male,6.8,5.3,1.3,9.1,High School,Multiple,No,21.4
Male,8.0,6.0,15.4,4.4,High School,Clubs,No,21.0
Other,6.6,2.5,70.5,4.2,PhD,None,Yes,45.3
Male,10.6,6.8,24.4,5.6,Bachelor,Arts,No,46.4
Female,8.1,2.1,46.9,9.4,High School,None,No,47.9
Female,6.6,0.0,59.1,8.9,PhD,Clubs,No,65.7
Other,10.0,3.0,88.7,8.1,High School,Arts,No,82.0
Female,7.3,4.6,88.9,8.2,High School,None,No,58.7
Female,3.5,3.8,74.6,8.4,PhD,None,No,45.4
Female,2.5,6.9,3.5,9.7,High School,None,No,10.0
Male,1.8,0.8,57.5,9.0,Master,Arts,Yes,27.1
Male,10.8,4.4,78.7,7.7,High School,Clubs,No,68.4
Female,8.5,4.1,1.7,8.0,Bachelor,None,Yes,33.0
Other,11.2,2.3,55.0,5.3,Bachelor,Sports,Yes,65.1
Male,7.2,6.6,85.8,7.9,PhD,Sports,No,53.5
Other,5.7,6.0,47.4,6.5,Bachelor,Sports,No,37.5
Female,0.7,5.9,0.4,4.9,None,Sports,Yes,10.0
Female,8.1,7.0,1.1,8.8,Bachelor,Arts,No,30.6
Male,7.0,5.8,41.7,7.1,High School,Clubs,No,43.9
Female,11.9,1.9,15.5,9.9,Master,Multiple,Yes,51.3
Male,2.9,5.6,66.4,5.7,Master,Multiple,No,24.1
Female,6.4,2.5,70.9,6.9,Bachelor,Arts,No,67.2
Female,7.8,1.9,17.8,6.7,Master,Clubs,No,56.4
Male,7.7,0.6,88.9,4.7,High School,Multiple,Yes,49.0
Male,6.7,6.0,44.2,6.6,Bachelor,None,Yes,30.7
Male,9.3,5.7,14.3,5.7,High School,None,No,32.5
Female,2.5,1.9,76.4,5.0,Bachelor,None,No,24.9
Female,8.7,6.0,79.0,5.7,None,Arts,No,58.7
Other,7.4,7.3,63.9,5.4,Master,Clubs,No,42.0
Male,10.8,0.9,85.3,8.4,High School,Sports,Yes,76.4
Female,10.2,1.9,73.7,4.2,Bachelor,Arts,No,68.7
Female,3.8,6.0,88.2,7.7,None,Arts,No,39.2
Male,3.3,2.2,43.4,8.6,Master,None,No,30.2
Other,11.8,5.0,74.8,6.9,High School,Sports,No,76.7
Male,6.3,0.6,100.0,9.6,Bachelor,None,No,58.8
Other,10.9,3.6,72.5,8.2,High School,None,No,76.5
Female,2.0,5.9,11.4,8.5,Bachelor,Clubs,No,10.0
Other,7.7,5.5,51.8,5.2,High School,Clubs,No,29.7
Female,9.7,6.5,58.7,8.7,Bachelor,Clubs,No,65.6
Male,11.4,7.0,17.4,9.0,High School,Clubs,No,52.9
Male,4.0,6.2,96.3,6.2,Master,Clubs,Yes,46.0
Male,8.7,5.4,17.6,5.3,None,Clubs,Yes,34.2
Other,6.5,0.3,17.8,6.3,High School,Clubs,No,39.6
Female,0.7,4.3,91.5,8.4,Bachelor,Clubs,No,30.8
Male,8.3,0.3,46.5,6.5,None,Arts,No,53.2
Male,8.3,6.5,6.3,8.4,High School,Sports,Yes,32.8
Female,11.2,2.6,59.8,4.7,PhD,Clubs,No,71.5
Male,6.0,4.5,60.2,8.8,PhD,Sports,Yes,37.5
Female,2.8,2.2,6.5,5.5,Bachelor,Arts,No,12.1
Female,0.5,6.3,97.3,5.5,High School,Sports,No,25.7
Female,5.0,7.1,54.4,7.5,High School,Sports,No,32.3
Female,3.6,3.2,56.0,4.4,Bachelor,Multiple,No,41.6
Female,9.1,6.9,52.0,4.2,High School,Sports,No,37.7
Other,4.3,2.1,61.1,5.6,PhD,Sports,No,41.8
Male,11.4,4.3,26.4,7.2,High School,None,No,51.4
Other,11.5,6.9,28.7,9.4,PhD,Clubs,Yes,44.9
Male,7.5,2.6,51.1,9.1,Bachelor,Arts,No,41.1
Other,11.1,7.6,80.7,6.9,Master,Arts,No,78.4
Female,9.1,1.0,5.0,4.2,None,Clubs,No,38.5
Male,6.6,0.1,60.3,7.2,Master,Sports,No,57.0
Male,2.2,7.2,80.7,8.2,High School,None,No,24.9
Other,5.5,0.5,15.7,6.0,Bachelor,None,No,33.7
Other,6.7,7.9,1.5,4.7,Master,Clubs,No,22.7
Male,10.4,7.6,31.3,5.7,High School,Arts,No,28.9
Other,5.8,1.1,58.8,8.6,Bachelor,Sports,No,47.5
Other,10.8,4.3,13.8,6.1,Bachelor,None,No,54.0
Other,8.1,1.5,42.6,8.9,High School,None,No,50.6
Female,1.6,3.4,55.2,5.9,Bachelor,Arts,No,15.5
Female,11.9,0.5,59.9,5.0,High School,None,No,66.0
Other,6.3,1.8,27.4,6.6,High School,None,Yes,37.3
Other,4.7,2.9,40.0,6.7,Bachelor,Sports,No,38.2
Female,7.9,3.5,77.8,4.1,Bachelor,Clubs,No,59.5
Female,1.3,7.8,94.1,4.7,High School,Clubs,No,12.2
Male,7.6,6.5,86.2,5.1,Master,Sports,No,44.6
Male,6.0,5.9,56.4,4.7,Master,Clubs,No,41.5
Female,4.9,4.3,41.0,6.0,Bachelor,Arts,No,33.9
Other,11.4,6.7,33.3,9.8,Bachelor,Multiple,No,47.5
Other,6.3,2.7,12.5,7.1,High School,None,No,32.5
Other,2.6,5.7,10.7,7.8,Bachelor,Arts,No,10.0
Other,5.5,8.0,68.8,6.1,Bachelor,Arts,Yes,29.6
Male,11.0,2.5,26.0,5.9,High School,None,No,51.2
Female,2.1,5.4,25.5,4.1,Bachelor,Clubs,Yes,10.0
Other,2.6,6.8,99.8,7.0,High School,Sports,No,34.8
Male,0.2,7.3,18.8,6.9,None,Sports,No,10.0
Other,0.2,5.7,14.8,4.9,Bachelor,Sports,No,10.0
Female,10.0,2.3,9.9,8.6,Bachelor,Sports,Yes,50.9
Male,8.8,2.6,58.0,7.0,Bachelor,Sports,Yes,56.5
Female,4.3,0.2,62.8,6.0,Bachelor,Arts,No,41.9
Female,8.4,6.1,36.5,4.9,PhD,Clubs,No,34.0
Male,4.7,0.3,53.5,7.3,Bachelor,Clubs,No,50.3
Male,11.4,6.9,78.8,8.5,Bachelor,None,Yes,73.1
Male,11.6,0.9,81.8,5.7,High School,Arts,Yes,67.2
Male,4.7,1.4,95.8,5.3,High School,Multiple,No,41.6
Male,10.3,3.8,82.4,7.1,High School,None,Yes,63.2
Male,9.3,5.9,56.5,4.9,Bachelor,Arts,No,49.3
Male,3.7,1.1,18.0,8.0,Master,Clubs,No,30.0
Other,2.8,3.5,10.0,7.6,High School,Arts,Yes,10.4
Female,5.5,3.9,5.5,4.5,High School,None,Yes,14.0
Male,9.4,1.7,66.7,4.2,High School,Sports,Yes,56.2
Other,11.5,0.9,80.8,7.7,High School,Arts,No,84.0
Other,9.2,6.7,50.9,5.8,PhD,Multiple,No,48.5
Other,10.3,4.0,5.5,4.5,Bachelor,None,No,39.1
Female,7.2,0.1,53.5,8.6,High School,Multiple,Yes,45.7
Male,10.0,6.4,93.6,5.9,Bachelor,Sports,No,66.2
Other,9.4,7.8,59.8,6.8,Bachelor,Sports,Yes,49.3
Female,4.5,4.8,80.9,5.4,Bachelor,Sports,No,45.0
Female,6.6,4.0,80.0,7.8,High School,Arts,No,56.1
Female,9.7,7.0,93.2,5.8,Bachelor,Sports,No,59.3
Other,0.6,7.6,77.0,9.8,High School,Sports,No,10.0
Male,9.7,6.0,74.8,8.2,Master,Multiple,No,58.6
Other,2.1,3.6,23.4,4.8,Bachelor,Multiple,Yes,14.8
Other,6.2,4.7,6.0,6.5,Bachelor,Sports,No,30.2
Male,9.7,5.6,51.8,6.3,High School,None,No,57.8
Male,3.0,1.6,12.4,7.2,High School,Clubs,No,26.5
Male,2.9,3.6,96.2,9.1,High School,Arts,Yes,28.7
Female,4.8,6.6,29.0,7.5,PhD,None,No,18.3
Male,10.7,5.2,85.3,4.4,High School,Multiple,No,66.4
Other,0.0,3.3,38.8,7.9,High School,None,No,10.0
Male,10.8,5.3,32.3,4.0,PhD,Arts,Yes,48.7
Other,1.8,0.9,93.5,8.7,Bachelor,Sports,No,47.2
Female,11.9,3.2,36.3,8.0,Master,Arts,No,67.6
Other,11.5,6.3,39.0,5.9,None,Sports,No,44.5
Other,5.9,1.8,10.6,5.8,Bachelor,Clubs,No,27.2
Male,6.2,1.5,67.0,8.8,High School,Multiple,No,43.6
Male,5.8,7.6,28.9,8.7,Master,Arts,No,25.3
Other,7.6,1.7,58.6,6.1,None,Arts,No,46.3
Male,1.1,2.1,59.1,5.8,Bachelor,Sports,No,19.4
Female,0.4,7.8,71.9,7.4,Master,Multiple,No,16.4
Female,0.7,5.9,74.5,4.1,Bachelor,Multiple,Yes,11.4
Male,5.3,5.6,51.4,4.5,Bachelor,Clubs,No,27.2
Female,3.3,6.8,33.1,4.8,High School,Arts,No,21.1
Male,7.5,0.9,83.7,5.1,High School,Multiple,No,61.8
Other,11.9,5.6,31.0,7.1,Bachelor,None,No,59.4
Other,4.6,4.0,50.8,10.0,Bachelor,Arts,Yes,28.9
Female,6.9,6.6,40.1,7.9,PhD,Arts,No,48.2
Male,5.0,4.1,85.5,4.4,Bachelor,Arts,Yes,39.6
Male,10.2,5.0,43.2,7.2,Bachelor,Clubs,No,53.2
Female,10.8,3.8,38.6,7.0,Master,Clubs,No,65.0
Other,10.5,3.8,69.0,4.9,High School,None,No,53.8
Female,11.7,6.1,60.2,9.5,Bachelor,Sports,No,59.1
Other,0.3,5.0,10.7,6.6,High School,Sports,No,10.0
Male,10.1,5.1,50.8,10.0,High School,Arts,No,54.3
Other,9.0,3.6,73.5,6.5,Master,Sports,Yes,58.1
Female,2.7,4.2,99.2,7.6,Bachelor,None,No,38.3
Male,11.5,6.0,62.9,4.6,Bachelor,Clubs,No,56.3
Female,1.8,6.6,37.0,6.7,Bachelor,Multiple,Yes,10.0
Female,8.2,5.6,22.6,5.4,Bachelor,Multiple,No,34.3
Other,2.7,7.4,87.3,9.0,High School,Multiple,No,33.3
Female,5.2,6.6,81.5,8.7,Bachelor,Clubs,Yes,37.9
Other,8.6,4.5,23.4,8.9,Bachelor,None,Yes,42.9
Male,6.8,5.4,20.1,8.3,Master,Multiple,Yes,36.3
Other,5.1,7.4,71.5,9.0,High School,Sports,No,39.5
Male,3.9,5.0,31.5,5.2,High School,Clubs,No,15.0
Other,10.1,6.6,30.6,6.7,Bachelor,Arts,No,51.8
Female,1.7,5.5,15.2,8.2,Master,Clubs,No,15.9
Other,5.2,4.4,26.4,7.8,Bachelor,Sports,Yes,31.3
Other,10.8,1.9,42.8,8.3,Bachelor,None,No,64.0
Male,10.2,3.4,73.3,5.3,PhD,Arts,Yes,64.8
Female,4.8,7.7,33.6,4.6,PhD,None,Yes,19.5
Other,9.2,5.3,32.9,9.5,Bachelor,Multiple,No,40.6
Female,9.9,4.5,28.5,7.4,Bachelor,Arts,Yes,57.2
Other,10.7,7.5,47.8,4.9,High School,Arts,No,59.2
Other,6.5,4.7,18.1,8.8,Master,Multiple,No,35.5
Female,2.5,4.2,48.6,9.5,Bachelor,Arts,Yes,14.2
Other,3.1,6.1,70.4,5.0,PhD,Sports,No,26.4
Female,3.5,5.7,3.0,8.9,High School,Sports,No,10.0
Other,7.1,1.5,1.0,9.6,Bachelor,Arts,No,27.1
Male,0.4,3.8,7.5,9.6,Bachelor,Multiple,Yes,10.0
Female,7.6,3.8,53.6,9.5,Bachelor,Clubs,Yes,42.0
Other,4.4,3.0,85.4,7.3,High School,Multiple,No,58.0
Other,3.5,4.1,0.5,6.1,Bachelor,None,No,11.9
Male,10.6,3.3,93.7,4.0,Master,Sports,Yes,72.5
Female,5.5,1.6,10.6,4.4,Bachelor,None,No,21.9
Other,1.1,3.3,84.2,6.6,High School,Clubs,Yes,25.0
Male,9.9,0.6,48.3,6.4,Bachelor,None,Yes,61.2
Other,0.6,4.6,65.9,5.1,High School,None,Yes,10.0
Female,8.7,6.8,51.1,6.4,High School,Arts,No,41.0
Other,9.3,5.8,47.7,5.0,Bachelor,Sports,Yes,46.6
Other,4.2,2.9,83.5,9.1,Master,Clubs,No,45.9
Other,9.9,0.7,75.6,5.8,Bachelor,Arts,No,61.9
Other,6.2,1.6,48.3,7.6,Bachelor,Sports,Yes,45.1
Male,5.6,4.4,11.2,7.0,High School,Sports,No,15.1
Male,0.5,1.7,11.5,4.3,Bachelor,Multiple,No,10.0
Female,3.5,4.4,80.2,9.7,High School,Sports,No,37.5
Male,11.2,1.9,52.9,7.2,PhD,Sports,No,83.1
Male,4.7,6.8,48.2,6.0,Master,Sports,No,36.9
Female,6.6,3.2,68.1,4.9,Bachelor,None,Yes,44.7
Male,6.4,2.0,85.9,6.0,Bachelor,Multiple,No,64.5
Male,7.1,6.5,62.9,4.1,Master,None,Yes,36.0
Female,0.7,2.7,76.3,6.2,Bachelor,Multiple,No,27.0
Female,4.3,0.9,76.5,7.2,High School,Sports,Yes,52.1
Female,8.7,4.6,35.6,9.2,High School,Multiple,Yes,40.3
Other,2.4,4.7,27.4,8.1,Bachelor,Clubs,No,10.7
Other,2.4,5.7,80.1,4.7,Master,Arts,Yes,30.3
Female,0.1,1.9,37.7,4.9,High School,Clubs,No,10.0
Female,5.2,3.6,90.3,6.6,High School,Sports,Yes,42.3
Female,10.6,2.3,7.0,5.2,Bachelor,Arts,No,52.6
Other,0.6,0.6,5.8,4.2,Master,Sports,Yes,10.0
Other,2.3,7.0,92.7,8.8,High School,Sports,No,26.6
Male,3.7,5.8,64.8,4.1,High School,Clubs,No,22.6
Male,8.8,2.4,38.0,9.0,Bachelor,Sports,No,51.7
Female,7.7,4.8,75.5,4.9,Bachelor,Clubs,Yes,42.8
Other,5.0,1.6,67.2,9.8,High School,Sports,No,24.8
Other,9.1,7.1,53.1,7.6,High School,Arts,No,44.3
Other,7.3,0.9,9.9,8.4,Bachelor,Multiple,No,45.0
Female,10.8,0.0,81.2,4.7,Bachelor,Clubs,No,62.3
Male,9.8,4.0,86.6,9.2,PhD,Arts,No,60.4
Female,3.0,4.7,17.2,9.0,Bachelor,Clubs,No,22.9
Male,3.3,4.6,85.1,7.9,None,Multiple,Yes,27.7
Male,1.5,0.4,87.8,7.0,Bachelor,Sports,Yes,38.9
Female,4.0,2.5,54.9,8.3,Bachelor,Arts,No,31.7
Male,12.0,4.0,65.6,4.0,High School,Sports,Yes,64.0
Male,4.9,1.7,38.2,7.6,Master,None,Yes,36.5
Other,2.6,7.0,28.2,9.1,Master,None,Yes,10.0
Male,9.1,0.7,72.2,6.1,High School,Sports,Yes,49.9
Female,6.5,3.9,86.2,4.6,High School,Arts,No,42.7
Female,1.8,5.5,65.4,6.5,None,Multiple,No,24.4
Male,4.6,2.1,51.2,8.4,High School,Clubs,No,47.3
Other,5.0,5.0,15.9,4.6,Bachelor,Arts,No,17.7
Other,9.0,6.6,5.3,5.2,Bachelor,None,No,28.6
Male,0.2,1.5,44.6,4.9,PhD,Sports,No,14.1
Male,3.2,7.3,4.9,8.8,High School,Sports,No,14.1
Female,6.2,4.4,56.9,4.4,Bachelor,Arts,No,37.1
Male,3.2,2.4,38.3,8.1,Master,None,No,36.5
Other,7.5,3.4,75.7,6.2,Bachelor,Arts,No,57.7
Male,5.8,2.5,30.6,8.5,None,Multiple,Yes,34.9
Female,4.3,5.8,59.3,9.8,High School,Clubs,Yes,17.4
Female,11.4,6.4,53.8,4.7,High School,Clubs,No,63.4
Female,7.6,6.7,0.5,5.9,PhD,Clubs,No,34.4
Female,1.6,7.9,7.2,8.9,Master,Sports,No,17.3
Female,6.7,6.3,29.0,5.6,PhD,None,No,25.5
Male,9.4,4.8,88.2,5.3,Master,Clubs,No,64.4
Male,8.5,2.7,14.7,9.0,High School,Clubs,No,40.9
Male,2.1,4.4,71.1,9.9,Master,Arts,No,27.7
Male,11.7,0.3,97.3,7.3,PhD,None,No,95.6
Female,5.4,6.0,79.1,5.7,High School,Arts,No,33.4
Other,1.9,3.6,24.3,6.4,High School,None,Yes,10.0
Male,2.2,0.2,90.8,5.0,Bachelor,None,No,48.2
Other,1.2,0.5,9.3,8.6,High School,Sports,No,15.0
Male,9.6,3.1,46.8,8.6,None,Sports,No,45.9
Male,1.5,4.7,88.8,9.3,PhD,None,No,25.4
Other,1.5,3.7,64.1,4.2,Master,None,No,16.3
Female,10.2,5.0,41.4,7.4,High School,Clubs,Yes,48.8
Male,4.1,3.8,29.3,5.3,Bachelor,Arts,No,24.4
Male,0.4,5.3,37.5,6.0,Master,Arts,No,15.2
Male,0.6,1.8,50.9,8.7,Bachelor,Arts,Yes,16.8
Other,1.7,0.9,31.9,5.2,High School,Multiple,No,14.1
Female,2.6,4.8,96.9,7.8,Bachelor,None,No,36.7
Other,8.0,3.9,93.3,7.9,Master,None,No,74.9
Other,1.9,0.2,87.1,9.7,Master,Arts,No,43.7
Female,1.4,3.0,42.2,8.7,High School,None,Yes,20.3
Other,9.2,0.8,69.1,8.8,High School,Arts,No,63.3
Female,8.1,4.3,90.3,7.2,Master,Arts,No,58.9
Male,5.2,3.2,85.0,5.1,High School,Multiple,No,49.1
Female,6.6,4.9,41.4,6.6,Bachelor,Multiple,No,50.4
Male,3.7,6.4,11.2,7.3,High School,Multiple,Yes,10.0
Other,5.8,2.4,7.6,8.1,High School,None,No,41.4
Other,6.1,7.7,57.7,7.6,Bachelor,Multiple,No,39.3
Male,4.6,4.3,64.3,6.4,High School,None,No,35.0
Other,10.9,4.9,85.0,5.6,Master,Arts,No,62.1
